instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
NSE_FO|71358,71358,MIDCPNIFTY26APR14100CE,MIDCPNIFTY,263.95,2026-04-28,14100.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71359,71359,MIDCPNIFTY26APR14100PE,MIDCPNIFTY,1010.1,2026-04-28,14100.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71354,71354,MIDCPNIFTY26APR14075CE,MIDCPNIFTY,270.9,2026-04-28,14075.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71357,71357,MIDCPNIFTY26APR14075PE,MIDCPNIFTY,992.45,2026-04-28,14075.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71351,71351,MIDCPNIFTY26APR14025PE,MIDCPNIFTY,957.55,2026-04-28,14025.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71352,71352,MIDCPNIFTY26APR14050CE,MIDCPNIFTY,278.0,2026-04-28,14050.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71353,71353,MIDCPNIFTY26APR14050PE,MIDCPNIFTY,974.9,2026-04-28,14050.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71360,71360,MIDCPNIFTY26APR14125CE,MIDCPNIFTY,257.1,2026-04-28,14125.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71361,71361,MIDCPNIFTY26APR14125PE,MIDCPNIFTY,1027.9,2026-04-28,14125.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71363,71363,MIDCPNIFTY26APR14150CE,MIDCPNIFTY,100.0,2026-04-28,14150.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71364,71364,MIDCPNIFTY26APR14150PE,MIDCPNIFTY,1045.85,2026-04-28,14150.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71336,71336,MIDCPNIFTY26APR13875CE,MIDCPNIFTY,331.8,2026-04-28,13875.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71337,71337,MIDCPNIFTY26APR13875PE,MIDCPNIFTY,856.45,2026-04-28,13875.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71338,71338,MIDCPNIFTY26APR13900CE,MIDCPNIFTY,323.7,2026-04-28,13900.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71339,71339,MIDCPNIFTY26APR13900PE,MIDCPNIFTY,872.9,2026-04-28,13900.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71332,71332,MIDCPNIFTY26APR13825PE,MIDCPNIFTY,823.95,2026-04-28,13825.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71333,71333,MIDCPNIFTY26APR13850CE,MIDCPNIFTY,340.1,2026-04-28,13850.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71335,71335,MIDCPNIFTY26APR13850PE,MIDCPNIFTY,840.1,2026-04-28,13850.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71330,71330,MIDCPNIFTY26APR13800PE,MIDCPNIFTY,807.95,2026-04-28,13800.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71331,71331,MIDCPNIFTY26APR13825CE,MIDCPNIFTY,214.9,2026-04-28,13825.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71347,71347,MIDCPNIFTY26APR14000PE,MIDCPNIFTY,940.3,2026-04-28,14000.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71348,71348,MIDCPNIFTY26APR14025CE,MIDCPNIFTY,285.25,2026-04-28,14025.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71343,71343,MIDCPNIFTY26APR13950PE,MIDCPNIFTY,906.3,2026-04-28,13950.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71344,71344,MIDCPNIFTY26APR13975CE,MIDCPNIFTY,300.15,2026-04-28,13975.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71345,71345,MIDCPNIFTY26APR13975PE,MIDCPNIFTY,923.25,2026-04-28,13975.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71346,71346,MIDCPNIFTY26APR14000CE,MIDCPNIFTY,103.35,2026-04-28,14000.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71340,71340,MIDCPNIFTY26APR13925CE,MIDCPNIFTY,315.7,2026-04-28,13925.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71341,71341,MIDCPNIFTY26APR13925PE,MIDCPNIFTY,889.55,2026-04-28,13925.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71342,71342,MIDCPNIFTY26APR13950CE,MIDCPNIFTY,307.85,2026-04-28,13950.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71208,71208,MIDCPNIFTY26APR13175PE,MIDCPNIFTY,462.65,2026-04-28,13175.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71209,71209,MIDCPNIFTY26APR13200CE,MIDCPNIFTY,614.4,2026-04-28,13200.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71205,71205,MIDCPNIFTY26APR13150CE,MIDCPNIFTY,640.35,2026-04-28,13150.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71206,71206,MIDCPNIFTY26APR13150PE,MIDCPNIFTY,451.1,2026-04-28,13150.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71207,71207,MIDCPNIFTY26APR13175CE,MIDCPNIFTY,627.3,2026-04-28,13175.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71201,71201,MIDCPNIFTY26APR13125CE,MIDCPNIFTY,653.65,2026-04-28,13125.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71202,71202,MIDCPNIFTY26APR13125PE,MIDCPNIFTY,439.75,2026-04-28,13125.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71291,71291,MIDCPNIFTY26APR13375PE,MIDCPNIFTY,660.5,2026-04-28,13375.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71292,71292,MIDCPNIFTY26APR13400CE,MIDCPNIFTY,517.55,2026-04-28,13400.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71293,71293,MIDCPNIFTY26APR13400PE,MIDCPNIFTY,574.45,2026-04-28,13400.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71294,71294,MIDCPNIFTY26APR13425CE,MIDCPNIFTY,506.25,2026-04-28,13425.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71290,71290,MIDCPNIFTY26APR13375CE,MIDCPNIFTY,529.05,2026-04-28,13375.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71266,71266,MIDCPNIFTY26APR13325PE,MIDCPNIFTY,535.55,2026-04-28,13325.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71270,71270,MIDCPNIFTY26APR13350CE,MIDCPNIFTY,540.7,2026-04-28,13350.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71271,71271,MIDCPNIFTY26APR13350PE,MIDCPNIFTY,548.35,2026-04-28,13350.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71246,71246,MIDCPNIFTY26APR13325CE,MIDCPNIFTY,552.5,2026-04-28,13325.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71215,71215,MIDCPNIFTY26APR13275CE,MIDCPNIFTY,576.7,2026-04-28,13275.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71216,71216,MIDCPNIFTY26APR13275PE,MIDCPNIFTY,510.5,2026-04-28,13275.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71211,71211,MIDCPNIFTY26APR13225CE,MIDCPNIFTY,601.65,2026-04-28,13225.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71212,71212,MIDCPNIFTY26APR13225PE,MIDCPNIFTY,486.25,2026-04-28,13225.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71213,71213,MIDCPNIFTY26APR13250CE,MIDCPNIFTY,589.15,2026-04-28,13250.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71214,71214,MIDCPNIFTY26APR13250PE,MIDCPNIFTY,498.3,2026-04-28,13250.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71210,71210,MIDCPNIFTY26APR13200PE,MIDCPNIFTY,474.35,2026-04-28,13200.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71222,71222,MIDCPNIFTY26APR13300PE,MIDCPNIFTY,522.95,2026-04-28,13300.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71221,71221,MIDCPNIFTY26APR13300CE,MIDCPNIFTY,564.5,2026-04-28,13300.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71299,71299,MIDCPNIFTY26APR13475PE,MIDCPNIFTY,614.9,2026-04-28,13475.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71295,71295,MIDCPNIFTY26APR13425PE,MIDCPNIFTY,587.75,2026-04-28,13425.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71296,71296,MIDCPNIFTY26APR13450CE,MIDCPNIFTY,495.1,2026-04-28,13450.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71297,71297,MIDCPNIFTY26APR13450PE,MIDCPNIFTY,601.25,2026-04-28,13450.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71298,71298,MIDCPNIFTY26APR13475CE,MIDCPNIFTY,484.15,2026-04-28,13475.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71116,71116,MIDCPNIFTY26APR13075PE,MIDCPNIFTY,417.55,2026-04-28,13075.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71117,71117,MIDCPNIFTY26APR13100CE,MIDCPNIFTY,667.05,2026-04-28,13100.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71118,71118,MIDCPNIFTY26APR13100PE,MIDCPNIFTY,428.55,2026-04-28,13100.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71112,71112,MIDCPNIFTY26APR13050PE,MIDCPNIFTY,406.75,2026-04-28,13050.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71115,71115,MIDCPNIFTY26APR13075CE,MIDCPNIFTY,680.7,2026-04-28,13075.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71110,71110,MIDCPNIFTY26APR13025PE,MIDCPNIFTY,396.1,2026-04-28,13025.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71111,71111,MIDCPNIFTY26APR13050CE,MIDCPNIFTY,694.5,2026-04-28,13050.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71109,71109,MIDCPNIFTY26APR13025CE,MIDCPNIFTY,708.45,2026-04-28,13025.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71105,71105,MIDCPNIFTY26APR12975CE,MIDCPNIFTY,736.95,2026-04-28,12975.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71106,71106,MIDCPNIFTY26APR12975PE,MIDCPNIFTY,375.35,2026-04-28,12975.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71107,71107,MIDCPNIFTY26APR13000CE,MIDCPNIFTY,499.0,2026-04-28,13000.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71108,71108,MIDCPNIFTY26APR13000PE,MIDCPNIFTY,435.0,2026-04-28,13000.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71101,71101,MIDCPNIFTY26APR12925PE,MIDCPNIFTY,355.3,2026-04-28,12925.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71103,71103,MIDCPNIFTY26APR12950CE,MIDCPNIFTY,751.45,2026-04-28,12950.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71104,71104,MIDCPNIFTY26APR12950PE,MIDCPNIFTY,365.25,2026-04-28,12950.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71100,71100,MIDCPNIFTY26APR12925CE,MIDCPNIFTY,766.15,2026-04-28,12925.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71836,71836,NIFTY26MAY22300CE,NIFTY,0.0,2026-05-26,22300.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71837,71837,NIFTY26MAY22300PE,NIFTY,0.0,2026-05-26,22300.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71838,71838,NIFTY26MAY22350CE,NIFTY,0.0,2026-05-26,22350.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71832,71832,NIFTY26MAY22250CE,NIFTY,0.0,2026-05-26,22250.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71833,71833,NIFTY26MAY22250PE,NIFTY,0.0,2026-05-26,22250.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71839,71839,NIFTY26MAY22350PE,NIFTY,0.0,2026-05-26,22350.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71848,71848,NIFTY26MAY22450CE,NIFTY,0.0,2026-05-26,22450.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71849,71849,NIFTY26MAY22450PE,NIFTY,0.0,2026-05-26,22450.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71840,71840,NIFTY26MAY22400CE,NIFTY,0.0,2026-05-26,22400.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71841,71841,NIFTY26MAY22400PE,NIFTY,0.0,2026-05-26,22400.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71813,71813,NIFTY26MAY22050CE,NIFTY,0.0,2026-05-26,22050.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71814,71814,NIFTY26MAY22050PE,NIFTY,0.0,2026-05-26,22050.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71816,71816,NIFTY26MAY22100CE,NIFTY,0.0,2026-05-26,22100.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71817,71817,NIFTY26MAY22100PE,NIFTY,0.0,2026-05-26,22100.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71818,71818,NIFTY26MAY22150CE,NIFTY,0.0,2026-05-26,22150.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71819,71819,NIFTY26MAY22150PE,NIFTY,0.0,2026-05-26,22150.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71820,71820,NIFTY26MAY22200CE,NIFTY,0.0,2026-05-26,22200.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71821,71821,NIFTY26MAY22200PE,NIFTY,0.0,2026-05-26,22200.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71895,71895,NIFTY26MAY23050CE,NIFTY,2793.2,2026-05-26,23050.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71896,71896,NIFTY26MAY23050PE,NIFTY,38.95,2026-05-26,23050.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71890,71890,NIFTY26MAY22950PE,NIFTY,33.6,2026-05-26,22950.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71891,71891,NIFTY26MAY23000CE,NIFTY,1810.0,2026-05-26,23000.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71892,71892,NIFTY26MAY23000PE,NIFTY,411.5,2026-05-26,23000.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71879,71879,NIFTY26MAY22700CE,NIFTY,1996.0,2026-05-26,22700.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71877,71877,NIFTY26MAY22650CE,NIFTY,0.0,2026-05-26,22650.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71878,71878,NIFTY26MAY22650PE,NIFTY,0.0,2026-05-26,22650.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71870,71870,NIFTY26MAY22600PE,NIFTY,0.0,2026-05-26,22600.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71886,71886,NIFTY26MAY22850PE,NIFTY,28.9,2026-05-26,22850.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71887,71887,NIFTY26MAY22900CE,NIFTY,2932.95,2026-05-26,22900.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71888,71888,NIFTY26MAY22900PE,NIFTY,31.2,2026-05-26,22900.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71889,71889,NIFTY26MAY22950CE,NIFTY,2886.2,2026-05-26,22950.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71882,71882,NIFTY26MAY22750PE,NIFTY,365.45,2026-05-26,22750.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71883,71883,NIFTY26MAY22800CE,NIFTY,3026.85,2026-05-26,22800.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71884,71884,NIFTY26MAY22800PE,NIFTY,26.75,2026-05-26,22800.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71885,71885,NIFTY26MAY22850CE,NIFTY,2979.8,2026-05-26,22850.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71880,71880,NIFTY26MAY22700PE,NIFTY,22.85,2026-05-26,22700.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71881,71881,NIFTY26MAY22750CE,NIFTY,3074.0,2026-05-26,22750.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71859,71859,NIFTY26MAY22500CE,NIFTY,0.0,2026-05-26,22500.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71868,71868,NIFTY26MAY22550PE,NIFTY,0.0,2026-05-26,22550.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71869,71869,NIFTY26MAY22600CE,NIFTY,0.0,2026-05-26,22600.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71867,71867,NIFTY26MAY22550CE,NIFTY,0.0,2026-05-26,22550.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71860,71860,NIFTY26MAY22500PE,NIFTY,0.0,2026-05-26,22500.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71799,71799,NIFTY26MAY22000PE,NIFTY,0.0,2026-05-26,22000.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71790,71790,NIFTY26MAY21950CE,NIFTY,0.0,2026-05-26,21950.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71792,71792,NIFTY26MAY21950PE,NIFTY,0.0,2026-05-26,21950.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71793,71793,NIFTY26MAY22000CE,NIFTY,0.0,2026-05-26,22000.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71778,71778,NIFTY26MAY21650CE,NIFTY,0.0,2026-05-26,21650.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71779,71779,NIFTY26MAY21650PE,NIFTY,0.0,2026-05-26,21650.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71772,71772,NIFTY26MAY21600PE,NIFTY,0.0,2026-05-26,21600.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71770,71770,NIFTY26MAY21550PE,NIFTY,0.0,2026-05-26,21550.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71771,71771,NIFTY26MAY21600CE,NIFTY,0.0,2026-05-26,21600.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71787,71787,NIFTY26MAY21850PE,NIFTY,0.0,2026-05-26,21850.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71788,71788,NIFTY26MAY21900CE,NIFTY,0.0,2026-05-26,21900.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71789,71789,NIFTY26MAY21900PE,NIFTY,0.0,2026-05-26,21900.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71783,71783,NIFTY26MAY21750PE,NIFTY,0.0,2026-05-26,21750.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71784,71784,NIFTY26MAY21800CE,NIFTY,0.0,2026-05-26,21800.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71785,71785,NIFTY26MAY21800PE,NIFTY,0.0,2026-05-26,21800.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71786,71786,NIFTY26MAY21850CE,NIFTY,0.0,2026-05-26,21850.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71780,71780,NIFTY26MAY21700CE,NIFTY,0.0,2026-05-26,21700.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71781,71781,NIFTY26MAY21700PE,NIFTY,0.0,2026-05-26,21700.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71782,71782,NIFTY26MAY21750CE,NIFTY,0.0,2026-05-26,21750.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71769,71769,NIFTY26MAY21550CE,NIFTY,0.0,2026-05-26,21550.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71765,71765,NIFTY26MAY21450CE,NIFTY,0.0,2026-05-26,21450.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71766,71766,NIFTY26MAY21450PE,NIFTY,0.0,2026-05-26,21450.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71767,71767,NIFTY26MAY21500CE,NIFTY,0.0,2026-05-26,21500.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71768,71768,NIFTY26MAY21500PE,NIFTY,0.0,2026-05-26,21500.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71622,71622,MIDCPNIFTY26APR15500CE,MIDCPNIFTY,49.25,2026-04-28,15500.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71623,71623,MIDCPNIFTY26APR15500PE,MIDCPNIFTY,2173.95,2026-04-28,15500.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71556,71556,MIDCPNIFTY26APR15200CE,MIDCPNIFTY,73.2,2026-04-28,15200.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71557,71557,MIDCPNIFTY26APR15200PE,MIDCPNIFTY,1902.5,2026-04-28,15200.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71553,71553,NIFTY27JUN21000CE,NIFTY,3061.8,2027-06-29,21000.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71554,71554,NIFTY27JUN21000PE,NIFTY,248.05,2027-06-29,21000.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71550,71550,NIFTY27JUN19000PE,NIFTY,182.1,2027-06-29,19000.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71567,71567,MIDCPNIFTY26APR15300PE,MIDCPNIFTY,1992.05,2026-04-28,15300.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71566,71566,MIDCPNIFTY26APR15300CE,MIDCPNIFTY,64.25,2026-04-28,15300.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71560,71560,NIFTY27JUN24000CE,NIFTY,2050.05,2027-06-29,24000.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71561,71561,NIFTY27JUN24000PE,NIFTY,5056.2,2027-06-29,24000.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71549,71549,NIFTY27JUN19000CE,NIFTY,7800.0,2027-06-29,19000.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71547,71547,NIFTY27JUN18000CE,NIFTY,4066.45,2027-06-29,18000.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71548,71548,NIFTY27JUN18000PE,NIFTY,93.95,2027-06-29,18000.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71542,71542,MIDCPNIFTY26APR15100CE,MIDCPNIFTY,83.2,2026-04-28,15100.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71543,71543,MIDCPNIFTY26APR15100PE,MIDCPNIFTY,1814.05,2026-04-28,15100.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71516,71516,MIDCPNIFTY26APR14900CE,MIDCPNIFTY,106.7,2026-04-28,14900.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71528,71528,MIDCPNIFTY26APR15000CE,MIDCPNIFTY,21.0,2026-04-28,15000.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71529,71529,MIDCPNIFTY26APR15000PE,MIDCPNIFTY,1726.7,2026-04-28,15000.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71521,71521,MIDCPNIFTY26APR14900PE,MIDCPNIFTY,1640.65,2026-04-28,14900.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71505,71505,NIFTY26DEC26000CE,NIFTY,1044.35,2026-12-29,26000.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71506,71506,NIFTY26DEC26000PE,NIFTY,1607.8,2026-12-29,26000.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71501,71501,NIFTY26DEC24000CE,NIFTY,2174.75,2026-12-29,24000.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71502,71502,NIFTY26DEC24000PE,NIFTY,877.9,2026-12-29,24000.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71503,71503,NIFTY26DEC25000CE,NIFTY,1554.9,2026-12-29,25000.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71504,71504,NIFTY26DEC25000PE,NIFTY,1189.5,2026-12-29,25000.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71500,71500,MIDCPNIFTY26APR14800CE,MIDCPNIFTY,31.5,2026-04-28,14800.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71509,71509,MIDCPNIFTY26APR14800PE,MIDCPNIFTY,1555.9,2026-04-28,14800.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71580,71580,MIDCPNIFTY26APR15400CE,MIDCPNIFTY,56.3,2026-04-28,15400.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|71581,71581,MIDCPNIFTY26APR15400PE,MIDCPNIFTY,2082.6,2026-04-28,15400.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|71956,71956,NIFTY26APR22150PE,NIFTY,0.0,2026-04-28,22150.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71957,71957,NIFTY26APR22200CE,NIFTY,0.0,2026-04-28,22200.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71958,71958,NIFTY26APR22200PE,NIFTY,0.0,2026-04-28,22200.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71959,71959,NIFTY26APR22250CE,NIFTY,0.0,2026-04-28,22250.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|71952,71952,NIFTY26APR22050PE,NIFTY,0.0,2026-04-28,22050.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|71953,71953,NIFTY26APR22100CE,NIFTY,0.0,2026-04-28,22100.0,0.05,65.0,OPTIDX,CE,NSE_FO
