instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
NSE_FO|54511,54511,NIFTY26MAR23300PE,NIFTY,309.2,2026-03-30,23300.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|54514,54514,NIFTY26MAR23400CE,NIFTY,1068.8,2026-03-30,23400.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|54513,54513,NIFTY26MAR23350PE,NIFTY,319.6,2026-03-30,23350.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|54516,54516,NIFTY26MAR23450CE,NIFTY,1017.45,2026-03-30,23450.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|54515,54515,NIFTY26MAR23400PE,NIFTY,333.75,2026-03-30,23400.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|54518,54518,NIFTY26MAR23500CE,NIFTY,994.6,2026-03-30,23500.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|54517,54517,NIFTY26MAR23450PE,NIFTY,339.65,2026-03-30,23450.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|54519,54519,NIFTY26MAR23500PE,NIFTY,355.45,2026-03-30,23500.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|54501,54501,NIFTY26MAR23100PE,NIFTY,268.3,2026-03-30,23100.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|54500,54500,NIFTY26MAR23100CE,NIFTY,1230.0,2026-03-30,23100.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|54502,54502,NIFTY26MAR23150CE,NIFTY,1220.95,2026-03-30,23150.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|54505,54505,NIFTY26MAR23150PE,NIFTY,275.05,2026-03-30,23150.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|54507,54507,NIFTY26MAR23200PE,NIFTY,286.25,2026-03-30,23200.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|54506,54506,NIFTY26MAR23200CE,NIFTY,1227.15,2026-03-30,23200.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|54509,54509,NIFTY26MAR23250PE,NIFTY,294.5,2026-03-30,23250.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|54508,54508,NIFTY26MAR23250CE,NIFTY,1211.45,2026-03-30,23250.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|54332,54332,MIDCPNIFTY26MAR15600PE,MIDCPNIFTY,1800.0,2026-03-30,15600.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54331,54331,MIDCPNIFTY26MAR15600CE,MIDCPNIFTY,3.0,2026-03-30,15600.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54323,54323,MIDCPNIFTY26MAR15500CE,MIDCPNIFTY,2.8,2026-03-30,15500.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54324,54324,MIDCPNIFTY26MAR15500PE,MIDCPNIFTY,2227.35,2026-03-30,15500.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54440,54440,NIFTY26MAR21500PE,NIFTY,0.0,2026-03-30,21500.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|54442,54442,NIFTY26MAR21550PE,NIFTY,0.0,2026-03-30,21550.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|54441,54441,NIFTY26MAR21550CE,NIFTY,0.0,2026-03-30,21550.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|54437,54437,NIFTY26MAR21450CE,NIFTY,0.0,2026-03-30,21450.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|54439,54439,NIFTY26MAR21500CE,NIFTY,0.0,2026-03-30,21500.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|54438,54438,NIFTY26MAR21450PE,NIFTY,0.0,2026-03-30,21450.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|54260,54260,MIDCPNIFTY26MAR14750PE,MIDCPNIFTY,1158.75,2026-03-30,14750.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54262,54262,MIDCPNIFTY26MAR14775PE,MIDCPNIFTY,1177.45,2026-03-30,14775.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54261,54261,MIDCPNIFTY26MAR14775CE,MIDCPNIFTY,5.55,2026-03-30,14775.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54264,54264,MIDCPNIFTY26MAR14800PE,MIDCPNIFTY,1196.3,2026-03-30,14800.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54263,54263,MIDCPNIFTY26MAR14800CE,MIDCPNIFTY,6.95,2026-03-30,14800.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54257,54257,MIDCPNIFTY26MAR14725CE,MIDCPNIFTY,7.0,2026-03-30,14725.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54256,54256,MIDCPNIFTY26MAR14700PE,MIDCPNIFTY,1121.1,2026-03-30,14700.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54259,54259,MIDCPNIFTY26MAR14750CE,MIDCPNIFTY,6.2,2026-03-30,14750.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54258,54258,MIDCPNIFTY26MAR14725PE,MIDCPNIFTY,1140.15,2026-03-30,14725.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54251,54251,MIDCPNIFTY26MAR14650CE,MIDCPNIFTY,9.2,2026-03-30,14650.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54250,54250,MIDCPNIFTY26MAR14625PE,MIDCPNIFTY,1066.6,2026-03-30,14625.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54253,54253,MIDCPNIFTY26MAR14675CE,MIDCPNIFTY,9.05,2026-03-30,14675.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54252,54252,MIDCPNIFTY26MAR14650PE,MIDCPNIFTY,1084.65,2026-03-30,14650.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54255,54255,MIDCPNIFTY26MAR14700CE,MIDCPNIFTY,7.8,2026-03-30,14700.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54254,54254,MIDCPNIFTY26MAR14675PE,MIDCPNIFTY,1102.8,2026-03-30,14675.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54246,54246,MIDCPNIFTY26MAR14575PE,MIDCPNIFTY,1030.95,2026-03-30,14575.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54245,54245,MIDCPNIFTY26MAR14575CE,MIDCPNIFTY,11.75,2026-03-30,14575.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54248,54248,MIDCPNIFTY26MAR14600PE,MIDCPNIFTY,1048.7,2026-03-30,14600.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54247,54247,MIDCPNIFTY26MAR14600CE,MIDCPNIFTY,10.35,2026-03-30,14600.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54249,54249,MIDCPNIFTY26MAR14625CE,MIDCPNIFTY,9.3,2026-03-30,14625.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|68889,68889,FINNIFTY26MAR24550CE,FINNIFTY,0.0,2026-03-30,24550.0,0.05,60.0,OPTIDX,CE,NSE_FO
NSE_FO|54282,54282,MIDCPNIFTY26MAR15000PE,MIDCPNIFTY,1786.85,2026-03-30,15000.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54281,54281,MIDCPNIFTY26MAR15000CE,MIDCPNIFTY,5.0,2026-03-30,15000.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|68890,68890,FINNIFTY26MAR24550PE,FINNIFTY,0.0,2026-03-30,24550.0,0.05,60.0,OPTIDX,PE,NSE_FO
NSE_FO|68892,68892,FINNIFTY26MAR24650PE,FINNIFTY,0.0,2026-03-30,24650.0,0.05,60.0,OPTIDX,PE,NSE_FO
NSE_FO|68891,68891,FINNIFTY26MAR24650CE,FINNIFTY,0.0,2026-03-30,24650.0,0.05,60.0,OPTIDX,CE,NSE_FO
NSE_FO|68894,68894,FINNIFTY26MAR24750PE,FINNIFTY,0.0,2026-03-30,24750.0,0.05,60.0,OPTIDX,PE,NSE_FO
NSE_FO|68893,68893,FINNIFTY26MAR24750CE,FINNIFTY,0.0,2026-03-30,24750.0,0.05,60.0,OPTIDX,CE,NSE_FO
NSE_FO|68896,68896,FINNIFTY26MAR24850PE,FINNIFTY,0.0,2026-03-30,24850.0,0.05,60.0,OPTIDX,PE,NSE_FO
NSE_FO|68895,68895,FINNIFTY26MAR24850CE,FINNIFTY,0.0,2026-03-30,24850.0,0.05,60.0,OPTIDX,CE,NSE_FO
NSE_FO|68898,68898,FINNIFTY26MAR24950PE,FINNIFTY,0.0,2026-03-30,24950.0,0.05,60.0,OPTIDX,PE,NSE_FO
NSE_FO|68897,68897,FINNIFTY26MAR24950CE,FINNIFTY,0.0,2026-03-30,24950.0,0.05,60.0,OPTIDX,CE,NSE_FO
NSE_FO|68899,68899,FINNIFTY26MAR25050CE,FINNIFTY,0.0,2026-03-30,25050.0,0.05,60.0,OPTIDX,CE,NSE_FO
NSE_FO|54273,54273,MIDCPNIFTY26MAR14900CE,MIDCPNIFTY,5.5,2026-03-30,14900.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54274,54274,MIDCPNIFTY26MAR14900PE,MIDCPNIFTY,1272.3,2026-03-30,14900.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54220,54220,MIDCPNIFTY26MAR14250PE,MIDCPNIFTY,813.2,2026-03-30,14250.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54222,54222,MIDCPNIFTY26MAR14275PE,MIDCPNIFTY,829.05,2026-03-30,14275.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54221,54221,MIDCPNIFTY26MAR14275CE,MIDCPNIFTY,23.8,2026-03-30,14275.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54213,54213,MIDCPNIFTY26MAR14175CE,MIDCPNIFTY,30.5,2026-03-30,14175.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54212,54212,MIDCPNIFTY26MAR14150PE,MIDCPNIFTY,1144.85,2026-03-30,14150.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54215,54215,MIDCPNIFTY26MAR14200CE,MIDCPNIFTY,27.75,2026-03-30,14200.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54214,54214,MIDCPNIFTY26MAR14175PE,MIDCPNIFTY,766.6,2026-03-30,14175.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54217,54217,MIDCPNIFTY26MAR14225CE,MIDCPNIFTY,27.35,2026-03-30,14225.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54216,54216,MIDCPNIFTY26MAR14200PE,MIDCPNIFTY,720.05,2026-03-30,14200.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54219,54219,MIDCPNIFTY26MAR14250CE,MIDCPNIFTY,25.75,2026-03-30,14250.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54218,54218,MIDCPNIFTY26MAR14225PE,MIDCPNIFTY,797.5,2026-03-30,14225.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54211,54211,MIDCPNIFTY26MAR14150CE,MIDCPNIFTY,32.55,2026-03-30,14150.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54210,54210,MIDCPNIFTY26MAR14125PE,MIDCPNIFTY,657.45,2026-03-30,14125.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54201,54201,MIDCPNIFTY26MAR14050PE,MIDCPNIFTY,904.1,2026-03-30,14050.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54204,54204,MIDCPNIFTY26MAR14075PE,MIDCPNIFTY,706.75,2026-03-30,14075.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54203,54203,MIDCPNIFTY26MAR14075CE,MIDCPNIFTY,39.9,2026-03-30,14075.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54205,54205,MIDCPNIFTY26MAR14100CE,MIDCPNIFTY,36.5,2026-03-30,14100.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54208,54208,MIDCPNIFTY26MAR14100PE,MIDCPNIFTY,721.45,2026-03-30,14100.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54209,54209,MIDCPNIFTY26MAR14125CE,MIDCPNIFTY,34.95,2026-03-30,14125.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54240,54240,MIDCPNIFTY26MAR14500PE,MIDCPNIFTY,1630.0,2026-03-30,14500.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54242,54242,MIDCPNIFTY26MAR14525PE,MIDCPNIFTY,995.85,2026-03-30,14525.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54241,54241,MIDCPNIFTY26MAR14525CE,MIDCPNIFTY,12.45,2026-03-30,14525.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54244,54244,MIDCPNIFTY26MAR14550PE,MIDCPNIFTY,1013.3,2026-03-30,14550.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54243,54243,MIDCPNIFTY26MAR14550CE,MIDCPNIFTY,12.1,2026-03-30,14550.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54235,54235,MIDCPNIFTY26MAR14450CE,MIDCPNIFTY,13.95,2026-03-30,14450.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54234,54234,MIDCPNIFTY26MAR14425PE,MIDCPNIFTY,927.35,2026-03-30,14425.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54237,54237,MIDCPNIFTY26MAR14475CE,MIDCPNIFTY,16.2,2026-03-30,14475.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54236,54236,MIDCPNIFTY26MAR14450PE,MIDCPNIFTY,944.25,2026-03-30,14450.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54239,54239,MIDCPNIFTY26MAR14500CE,MIDCPNIFTY,13.9,2026-03-30,14500.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54238,54238,MIDCPNIFTY26MAR14475PE,MIDCPNIFTY,961.3,2026-03-30,14475.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54231,54231,MIDCPNIFTY26MAR14400CE,MIDCPNIFTY,16.85,2026-03-30,14400.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54230,54230,MIDCPNIFTY26MAR14375PE,MIDCPNIFTY,893.95,2026-03-30,14375.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54233,54233,MIDCPNIFTY26MAR14425CE,MIDCPNIFTY,19.1,2026-03-30,14425.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54232,54232,MIDCPNIFTY26MAR14400PE,MIDCPNIFTY,910.6,2026-03-30,14400.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54224,54224,MIDCPNIFTY26MAR14300PE,MIDCPNIFTY,845.05,2026-03-30,14300.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54223,54223,MIDCPNIFTY26MAR14300CE,MIDCPNIFTY,22.3,2026-03-30,14300.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54226,54226,MIDCPNIFTY26MAR14325PE,MIDCPNIFTY,861.2,2026-03-30,14325.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54225,54225,MIDCPNIFTY26MAR14325CE,MIDCPNIFTY,20.3,2026-03-30,14325.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54228,54228,MIDCPNIFTY26MAR14350PE,MIDCPNIFTY,877.5,2026-03-30,14350.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54227,54227,MIDCPNIFTY26MAR14350CE,MIDCPNIFTY,20.15,2026-03-30,14350.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54229,54229,MIDCPNIFTY26MAR14375CE,MIDCPNIFTY,17.55,2026-03-30,14375.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54290,54290,MIDCPNIFTY26MAR15100PE,MIDCPNIFTY,1430.75,2026-03-30,15100.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54297,54297,MIDCPNIFTY26MAR15200CE,MIDCPNIFTY,3.45,2026-03-30,15200.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54298,54298,MIDCPNIFTY26MAR15200PE,MIDCPNIFTY,1512.5,2026-03-30,15200.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54289,54289,MIDCPNIFTY26MAR15100CE,MIDCPNIFTY,4.45,2026-03-30,15100.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|68920,68920,FINNIFTY26MAR25650CE,FINNIFTY,2813.75,2026-03-30,25650.0,0.05,60.0,OPTIDX,CE,NSE_FO
NSE_FO|68921,68921,FINNIFTY26MAR25650PE,FINNIFTY,10.0,2026-03-30,25650.0,0.05,60.0,OPTIDX,PE,NSE_FO
NSE_FO|68926,68926,FINNIFTY26MAR25750CE,FINNIFTY,2716.7,2026-03-30,25750.0,0.05,60.0,OPTIDX,CE,NSE_FO
NSE_FO|68927,68927,FINNIFTY26MAR25750PE,FINNIFTY,12.35,2026-03-30,25750.0,0.05,60.0,OPTIDX,PE,NSE_FO
NSE_FO|54316,54316,MIDCPNIFTY26MAR15400PE,MIDCPNIFTY,1680.5,2026-03-30,15400.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54315,54315,MIDCPNIFTY26MAR15400CE,MIDCPNIFTY,3.5,2026-03-30,15400.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54307,54307,MIDCPNIFTY26MAR15300CE,MIDCPNIFTY,3.25,2026-03-30,15300.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54308,54308,MIDCPNIFTY26MAR15300PE,MIDCPNIFTY,1595.8,2026-03-30,15300.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|68900,68900,FINNIFTY26MAR25050PE,FINNIFTY,0.0,2026-03-30,25050.0,0.05,60.0,OPTIDX,PE,NSE_FO
NSE_FO|68902,68902,FINNIFTY26MAR25150PE,FINNIFTY,0.0,2026-03-30,25150.0,0.05,60.0,OPTIDX,PE,NSE_FO
NSE_FO|68901,68901,FINNIFTY26MAR25150CE,FINNIFTY,0.0,2026-03-30,25150.0,0.05,60.0,OPTIDX,CE,NSE_FO
NSE_FO|68909,68909,FINNIFTY26MAR25250CE,FINNIFTY,0.0,2026-03-30,25250.0,0.05,60.0,OPTIDX,CE,NSE_FO
NSE_FO|68910,68910,FINNIFTY26MAR25250PE,FINNIFTY,0.0,2026-03-30,25250.0,0.05,60.0,OPTIDX,PE,NSE_FO
NSE_FO|68915,68915,FINNIFTY26MAR25350PE,FINNIFTY,0.0,2026-03-30,25350.0,0.05,60.0,OPTIDX,PE,NSE_FO
NSE_FO|68914,68914,FINNIFTY26MAR25350CE,FINNIFTY,0.0,2026-03-30,25350.0,0.05,60.0,OPTIDX,CE,NSE_FO
NSE_FO|68917,68917,FINNIFTY26MAR25450PE,FINNIFTY,6.5,2026-03-30,25450.0,0.05,60.0,OPTIDX,PE,NSE_FO
NSE_FO|68916,68916,FINNIFTY26MAR25450CE,FINNIFTY,973.05,2026-03-30,25450.0,0.05,60.0,OPTIDX,CE,NSE_FO
NSE_FO|68919,68919,FINNIFTY26MAR25550PE,FINNIFTY,8.1,2026-03-30,25550.0,0.05,60.0,OPTIDX,PE,NSE_FO
NSE_FO|68918,68918,FINNIFTY26MAR25550CE,FINNIFTY,2911.2,2026-03-30,25550.0,0.05,60.0,OPTIDX,CE,NSE_FO
NSE_FO|54141,54141,MIDCPNIFTY26MAR13450PE,MIDCPNIFTY,745.0,2026-03-30,13450.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54140,54140,MIDCPNIFTY26MAR13450CE,MIDCPNIFTY,169.75,2026-03-30,13450.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54143,54143,MIDCPNIFTY26MAR13475PE,MIDCPNIFTY,871.65,2026-03-30,13475.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54142,54142,MIDCPNIFTY26MAR13475CE,MIDCPNIFTY,158.5,2026-03-30,13475.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54145,54145,MIDCPNIFTY26MAR13500PE,MIDCPNIFTY,692.85,2026-03-30,13500.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54144,54144,MIDCPNIFTY26MAR13500CE,MIDCPNIFTY,152.4,2026-03-30,13500.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54136,54136,MIDCPNIFTY26MAR13400CE,MIDCPNIFTY,186.55,2026-03-30,13400.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54135,54135,MIDCPNIFTY26MAR13375PE,MIDCPNIFTY,692.85,2026-03-30,13375.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54138,54138,MIDCPNIFTY26MAR13425CE,MIDCPNIFTY,173.65,2026-03-30,13425.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54137,54137,MIDCPNIFTY26MAR13400PE,MIDCPNIFTY,621.9,2026-03-30,13400.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54139,54139,MIDCPNIFTY26MAR13425PE,MIDCPNIFTY,695.4,2026-03-30,13425.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54132,54132,MIDCPNIFTY26MAR13350CE,MIDCPNIFTY,201.4,2026-03-30,13350.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54134,54134,MIDCPNIFTY26MAR13375CE,MIDCPNIFTY,192.0,2026-03-30,13375.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54133,54133,MIDCPNIFTY26MAR13350PE,MIDCPNIFTY,592.5,2026-03-30,13350.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54124,54124,MIDCPNIFTY26MAR13300PE,MIDCPNIFTY,564.8,2026-03-30,13300.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54127,54127,MIDCPNIFTY26MAR13325PE,MIDCPNIFTY,557.65,2026-03-30,13325.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54126,54126,MIDCPNIFTY26MAR13325CE,MIDCPNIFTY,212.3,2026-03-30,13325.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54161,54161,MIDCPNIFTY26MAR13700CE,MIDCPNIFTY,97.6,2026-03-30,13700.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54160,54160,MIDCPNIFTY26MAR13675PE,MIDCPNIFTY,780.0,2026-03-30,13675.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54162,54162,MIDCPNIFTY26MAR13700PE,MIDCPNIFTY,821.0,2026-03-30,13700.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54167,54167,MIDCPNIFTY26MAR13725CE,MIDCPNIFTY,93.6,2026-03-30,13725.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54158,54158,MIDCPNIFTY26MAR13650PE,MIDCPNIFTY,880.1,2026-03-30,13650.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54157,54157,MIDCPNIFTY26MAR13650CE,MIDCPNIFTY,110.5,2026-03-30,13650.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54159,54159,MIDCPNIFTY26MAR13675CE,MIDCPNIFTY,105.9,2026-03-30,13675.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54150,54150,MIDCPNIFTY26MAR13575CE,MIDCPNIFTY,130.1,2026-03-30,13575.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54152,54152,MIDCPNIFTY26MAR13600CE,MIDCPNIFTY,122.4,2026-03-30,13600.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54151,54151,MIDCPNIFTY26MAR13575PE,MIDCPNIFTY,568.8,2026-03-30,13575.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54153,54153,MIDCPNIFTY26MAR13600PE,MIDCPNIFTY,762.75,2026-03-30,13600.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54156,54156,MIDCPNIFTY26MAR13625PE,MIDCPNIFTY,607.5,2026-03-30,13625.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54155,54155,MIDCPNIFTY26MAR13625CE,MIDCPNIFTY,118.45,2026-03-30,13625.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54147,54147,MIDCPNIFTY26MAR13525PE,MIDCPNIFTY,530.0,2026-03-30,13525.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54146,54146,MIDCPNIFTY26MAR13525CE,MIDCPNIFTY,145.05,2026-03-30,13525.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54149,54149,MIDCPNIFTY26MAR13550PE,MIDCPNIFTY,864.85,2026-03-30,13550.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54148,54148,MIDCPNIFTY26MAR13550CE,MIDCPNIFTY,136.3,2026-03-30,13550.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54101,54101,MIDCPNIFTY26MAR13050PE,MIDCPNIFTY,424.4,2026-03-30,13050.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54100,54100,MIDCPNIFTY26MAR13050CE,MIDCPNIFTY,345.1,2026-03-30,13050.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54121,54121,MIDCPNIFTY26MAR13275CE,MIDCPNIFTY,232.4,2026-03-30,13275.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54120,54120,MIDCPNIFTY26MAR13250PE,MIDCPNIFTY,538.1,2026-03-30,13250.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54123,54123,MIDCPNIFTY26MAR13300CE,MIDCPNIFTY,226.45,2026-03-30,13300.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54122,54122,MIDCPNIFTY26MAR13275PE,MIDCPNIFTY,552.65,2026-03-30,13275.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54114,54114,MIDCPNIFTY26MAR13175PE,MIDCPNIFTY,495.85,2026-03-30,13175.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54113,54113,MIDCPNIFTY26MAR13175CE,MIDCPNIFTY,277.05,2026-03-30,13175.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54116,54116,MIDCPNIFTY26MAR13200PE,MIDCPNIFTY,500.4,2026-03-30,13200.0,0.05,120.0,OPTIDX,PE,NSE_FO
NSE_FO|54115,54115,MIDCPNIFTY26MAR13200CE,MIDCPNIFTY,267.95,2026-03-30,13200.0,0.05,120.0,OPTIDX,CE,NSE_FO
NSE_FO|54118,54118,MIDCPNIFTY26MAR13225PE,MIDCPNIFTY,522.15,2026-03-30,13225.0,0.05,120.0,OPTIDX,PE,NSE_FO
